doi,Unnamed: 1,status_download,nivel_informacao,categoria,tecnica,title,title 
10.1016/j.fsi.2024.109962,sem_open_access,resumo,outros,nao_identificada,excluir,DECODING THE ROLE OF HIF-1? IN IMMUNOREGULATION IN LITOPENAEUS VANNAMEI UNDER HYPOXIC STRESS,
10.1016/j.jip.2024.108210,sem_open_access,resumo,outros,nao_identificada,excluir,"CONSTRUCTION AND CHARACTERIZATION OF DIFFERENT HEMOLYSIN GENE DELETION STRAINS IN VIBRIO PARAHAEMOLYTICUS (?HLYA, ?HLYIII) AND EVALUATION OF THEIR VIRULENCE",
10.1016/j.fsi.2024.109912,sem_open_access,resumo,outros,nao_identificada,excluir,SCREENING HIGH-EFFICIENCY PROMOTER TO CONSTRUCT TRANS-VP28 GENE ANABAENA SP. PCC7120 AGAINST WHITE SPOT SYNDROME VIRUS OF LITOPENAEUS VANNAMEI,
10.1016/j.marenvres.2024.106747,sem_open_access,resumo,outros,nao_identificada,excluir,THE USE OF CHITOSAN AS AN ANTIOXIDANT IN THE FEED OF CULTIVATED P. VANNAMEI SHRIMP AGAINST OXIDATIVE STRESS INDUCED BY EXPOSURE TO MICROPLASTICS,
10.1016/j.envpol.2024.124639,sem_open_access,resumo,outros,nao_identificada,excluir,MICROPLASTICS PREDOMINANTLY AFFECT GUT MICROBIOTA BY ALTERING COMMUNITY STRUCTURE RATHER THAN RICHNESS AND DIVERSITY: A META-ANALYSIS OF AQUATIC ANIMALS,
10.1007/s42995-024-00236-y,sem_open_access,resumo,outros,nao_identificada,excluir,ENVIRONMENTAL DISPERSAL AND HOST PRIORITY EFFECT ALTERNATIVELY DOMINATE INTESTINAL MICROBIOTA SUCCESSION OF CULTURED SHRIMP ALONG WITH HOST DEVELOPMENT,
10.1016/j.aaf.2023.05.003,sem_pdf,resumo,outros,nao_identificada,excluir,BIOFLOC SYSTEM SUPPLEMENTED BY PSEUDOALTEROMONAS PISCICIDA 1UB PROTECTS THE PACIFIC WHITE SHRIMP PENAEUS VANNAMEI FROM VIBRIO PARAHAEMOLYTICUS INFECTION,
10.1016/j.ecoenv.2024.117059,sem_pdf,resumo,outros,nao_identificada,excluir,"MICROCYSTIN-LR INDUCES HISTOPATHOLOGICAL INJURY AND CELL APOPTOSIS IN THE HEPATOPANCREAS OF WHITE SHRIMP, LITOPENAEUS VANNAMEI",
10.1016/j.aquaculture.2024.741122,sem_open_access,resumo,outros,nao_identificada,excluir,"CARBOHYDRATE STRUCTURAL COMPLEXITY MODULATES THE FORMATION, COMPOSITION AND FUNCTIONALITY OF MICROBIAL FLOCS AND ITS IMPACT ON GUT MICROBIOTA AND GROWTH OF PACIFIC WHITE SHRIMP",
10.1016/j.scitotenv.2024.174360,sem_open_access,resumo,outros,nao_identificada,excluir,"TRANSCRIPTOMIC ANALYSIS REVEALS NANOPLASTICS-INDUCED APOPTOSIS, AUTOPHAGY AND IMMUNE RESPONSE IN LITOPENAEUS VANNAMEI",
10.1016/j.aqrep.2024.102323,sem_pdf,resumo,outros,nao_identificada,excluir,"EFFECTS OF HYDROXYPROLINE SUPPLEMENTATION IN LOW FISH MEAL DIET ON GROWTH, IMMUNITY AND INTESTINAL HEALTH OF LITOPENAEUS VANNAMEI",
10.4194/AQUAST1964,download_ok,texto_completo,aquicultura,histochemistry,incluir,"DIETARY USE OF MONOGLYCERIDES BLEND IN PLANT-BASED DIETS INFLUENCES GROWTH PERFORMANCE, HEPATOPANCREATIC HISTOLOGY, IMMUNITY AND DISEASE RESISTANCE OF PACIFIC WHITE SHRIMP PENAEUS VANNAMEI AGAINST VIBRIO HARVEYI",
10.1016/j.ecoenv.2024.116891,sem_pdf,resumo,outros,nao_identificada,excluir,"THE MITIGATING EFFECTS AND MECHANISMS OF BACILLUS CEREUS ON CHRONIC CADMIUM POISONING IN LITOPENAEUS VANNAMEI BASED ON HISTOPATHOLOGICAL, TRANSCRIPTOMIC, AND METABOLOMIC ANALYSES",
10.1016/j.aqrep.2024.102307,sem_pdf,resumo,outros,nao_identificada,excluir,"EVALUATION OF DIETARY YEAST DERIVED MANNAN OLIGOSACCHARIDE FOR PACIFIC WHITELEG SHRIMP PENAEUS VANNAMEI: EFFECTS ON GROWTH PERFORMANCE, IMMUNE RESPONSE, HEPATOPANCREAS MORPHOLOGY AND RESILIENCE TO INFECTION AGAINST VIBRIO PARAHAEMOLYTICUS",
10.1111/jwas.13093,erro_download,resumo,outros,nao_identificada,excluir,SALINITY/IONIC BALANCE INTERACTIONS ON THE ZOOTECHNICAL PERFORMANCE AND HISTOLOGY OF LITOPENAEUS VANNAMEI AND WATER QUALITY IN A BIOFLOC SYSTEM,
10.1016/j.anifeedsci.2024.116083,sem_open_access,resumo,outros,nao_identificada,excluir,DIETARY VITAMIN B6 COULD IMPROVE THE UTILIZATION OF HIGH CARBOHYDRATE DIET BY PROMOTING CARBOHYDRATE DEGRADATION AND LIPID SYNTHESIS IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI),
,erro_api,resumo,outros,nao_identificada,excluir,"EFFECTS OF FISHMEAL REPLACEMENT BY SOYBEAN MEALS TREATED WITH LIGNOCELLULOLYTIC ENZYMES FROM SPENT MUSHROOM SUBSTRATE ON GROWTH PERFORMANCE, BIOCHEMICAL PARAMETERS AND HEPATOPANCREAS HISTOLOGY OF WHITE SHRIMP (LITOPENAEUS VANNAMEI)",
,erro_api,resumo,outros,nao_identificada,excluir,FEED SUPPLEMENTATION WITH QUORUM QUENCHING DERIVED FROM VINASSE IMPROVED IMMUNE RESPONSES AND DISEASE RESISTANCE AGAINST VIBRIO PARAHAEMOLYTICUS CAUSING AHPND IN WHITE SHRIMP (LITOPENAEUS VANNAMEI),
10.1016/j.aninu.2024.04.008,sem_pdf,resumo,outros,nao_identificada,excluir,COMBINED INTESTINAL MICROBIOTA AND TRANSCRIPTOMIC ANALYSIS TO INVESTIGATE THE EFFECT OF DIFFERENT STOCKING DENSITIES ON THE ABILITY OF PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI) TO UTILIZE CHLORELLA SOROKINIANA,
10.1016/j.fsi.2024.109768,sem_open_access,resumo,outros,nao_identificada,excluir,"IN SILICO IDENTIFICATION AND FUNCTIONAL STUDY OF LONG NON-CODING RNA INVOLVED IN ACUTE HEPATOPANCREATIC NECROSIS DISEASE CAUSED BY VIBRIO PARAHAEMOLYTICUS INFECTION IN WHITE SHRIMP, LITOPENAEUS VANNAMEI",
10.1016/j.aquaculture.2024.740967,sem_open_access,resumo,outros,nao_identificada,excluir,THE EFFECTS AND MECHANISMS OF DIETARY FERULIC ACID (FA) AND DIHYDROMYRICETIN (DMY) ON GROWTH AND PHYSIOLOGICAL RESPONSES OF THE SHRIMP (LITOPENAEUS VANNAMEI),
10.1016/j.hazadv.2024.100456,sem_pdf,resumo,outros,nao_identificada,excluir,"TOXICOLOGICAL EFFECT OF DELTAMETHRIN ON ENZYMATICAL, APOPTOSIS AND IMMUNE RESPONSE, HISTOLOGICAL MORPHOLOGY IN LITOPENAEUS VANNAMEI",
10.1371/journal.pone.0308559,download_ok,texto_completo,aquicultura,histochemistry,incluir,"EFFECTS OF MONOGLYCERIDES OF SHORT AND MEDIUM CHAIN FATTY ACIDS AND CINNAMALDEHYDE BLEND ON THE GROWTH, SURVIVAL, IMMUNE RESPONSES, AND TOLERANCE TO HYPOXIC STRESS OF PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI)",
10.1016/j.ecoenv.2024.116673,sem_pdf,resumo,outros,nao_identificada,excluir,"INTEGRATED HISTOLOGICAL, PHYSIOLOGICAL, AND TRANSCRIPTOME ANALYSIS REVEALS THE POST-EXPOSURE RECOVERY MECHANISM OF NITRITE IN LITOPENAEUS VANNAMEI",
10.1007/s10499-024-01389-4,sem_open_access,resumo,outros,nao_identificada,excluir,FIELD TESTING OF DUAL-SPECIES SYNBIOTIC MICROCAPSULES DURING IMNV DISEASE OUTBREAK AND FLUCTUATE WEATHER: GROWTH PERFORMANCE AND IMMUNE RESPONSE IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI),
10.1007/s10499-024-01401-x,sem_open_access,resumo,outros,nao_identificada,excluir,"ETIOLOGICAL FACTORS DRIVING WHITE FECES SYNDROME IN FARMED PACIFIC WHITELEG SHRIMP, PENAEUS VANNAMEI IN TAMIL NADU, INDIA",
10.1039/d4en00434e,sem_open_access,resumo,outros,nao_identificada,excluir,EFFECTS OF POLYSTYRENE NANOPLASTICS ON HORMONAL REGULATION AND GLUCOSE METABOLISM OF PACIFIC WHITELEG SHRIMP (LITOPENAEUS VANNAMEI),
10.21608/ejabf.2024.375987,sem_pdf,resumo,outros,nao_identificada,excluir,"COMPREHENSIVE ASSESSMENT OF BACTERIAL DISEASES IN THE SHRIMP: CLINICAL, PHENOTYPIC, GENOTYPIC, AND HISTOPATHOLOGICAL APPROACHES",
10.21608/ejabf.2024.374230,erro_execucao,resumo,outros,nao_identificada,excluir,PHYSIO-HISTOLOGICAL STUDY ON THE WHITE LEG SHRIMP (LITOPENAEUS VANNAMEI) REARED WITH DIFFERENT BIOFLOC RATIOS AND DENSITIES LEVELS,
10.1093/jambio/lxae176,sem_open_access,resumo,outros,nao_identificada,excluir,"INVESTIGATING THE IMPACT OF CHLORINE DIOXIDE IN SHRIMP-REARING WATER ON THE STOMACH MICROBIOME, GILL TRANSCRIPTOME, AND INFECTION-RELATED MORTALITY IN SHRIMP",
10.1371/journal.ppat.1012321,download_ok,texto_completo,aquicultura,histochemistry,incluir,SHRIMP SHAPES A RESISTANCE TRAIT AGAINST VIBRIOSIS BY MEMORIZING THE COLONIZATION RESISTANCE OF INTESTINAL MICROBIOTA,
10.3390/ani14131986,erro_download,resumo,outros,nao_identificada,excluir,ARGININE PROMOTED OVARIAN DEVELOPMENT IN PACIFIC WHITE SHRIMP LITOPENAEUS VANNAMEI VIA THE NO-SGC-CGMP AND TORC1 SIGNALING PATHWAYS,
10.1007/s00203-024-04064-7,sem_open_access,resumo,outros,nao_identificada,excluir,"PLEIONEA LITOPENAEI SP. NOV., ISOLATED FROM THE GASTRIC TRACT OF JUVENILE PACIFIC WHITE SHRIMP LITOPENAEUS VANNAMEI",
10.1016/j.aquatox.2024.106974,sem_open_access,resumo,outros,nao_identificada,excluir,DIETARY LIPID SUPPLEMENTATION ALLEVIATED THE IMPACTS OF POLYSTYRENE NANOPLASTIC EXPOSURE IN LITOPENAEUS VANNAMEI,
10.1016/j.fsi.2024.109610,sem_open_access,resumo,outros,nao_identificada,excluir,"PROTECTIVE EFFECTS OF BUTYRIC ACID DURING HEAT STRESS ON THE SURVIVAL, IMMUNE RESPONSE, HISTOPATHOLOGY, AND GENE EXPRESSION IN THE HEPATOPANCREAS OF JUVENILE PACIFIC SHRIMP (L. VANNAMEI)",
10.1016/j.ecoenv.2024.116475,sem_pdf,resumo,outros,nao_identificada,excluir,EXPLORING THE IMPACT OF NONYLPHENOL EXPOSURE ON LITOPENAEUS VANNAMEI AT THE HISTOLOGICAL AND MOLECULAR LEVELS,
10.1016/j.fsi.2024.109569,sem_open_access,resumo,outros,nao_identificada,excluir,"SAFETY EVALUATION AND EFFECTS OF DIETARY PHLOROTANNINS ON THE GROWTH, HEALTH, AND INTESTINAL MICROBIOTA OF LITOPENAEUS VANNAMEI",
10.1016/j.dci.2024.105176,sem_open_access,resumo,outros,nao_identificada,excluir,"INTEGRATED ANALYSIS OF INTESTINAL MICROBIOTA AND TRANSCRIPTOME REVEALS THAT A COORDINATED INTERACTION OF THE ENDOCRINE, IMMUNE SYSTEM AND GUT MICROBIOTA RESPONSE TO HEAT STRESS IN LITOPENAEUS VANNAMEI",
10.15578/iaj.19.1.2024.11-23,download_ok,texto_completo,aquicultura,h&e,incluir,COMMERCIAL HERBS ADMINISTRATION FOR PREVENTING VIBRIO PARAHEMOLYTICUS INFECTION IN LITOPENAEUS VANNAMEI SHRIMP,
10.3390/fishes9060232,erro_download,resumo,outros,nao_identificada,excluir,PHARMACOKINETICS AND WITHDRAWAL TIMES OF CEFOTAXIME IN WHITE LEG SHRIMP (LITOPENAEUS VANNAMEI) AFTER ORAL ADMINISTRATION,
10.3390/microorganisms12061208,erro_download,resumo,outros,nao_identificada,excluir,THE PATHOGENIC MECHANISM OF ENTEROCYTOZOON HEPATOPENAEI IN LITOPENAEUS VANNAMEI,
10.1016/j.ijbiomac.2024.132799,sem_open_access,resumo,outros,nao_identificada,excluir,A PERITROPHIN-44 GENE IN LITOPENAEUS VANNAMEI IS INVOLVED IN DISEASE RESISTANCE,
10.1016/j.aqrep.2024.102174,sem_pdf,resumo,outros,nao_identificada,excluir,"APPLICATION EVALUATION OF BLACK SOLDIER FLY (HERMETIA ILLUCENS) LARVAE OIL IN SHRIMP FEED: EFFECTS ON GROWTH PERFORMANCE, ANTIOXIDANT CAPACITY AND LIPID METABOLISM",
10.1016/j.aninu.2024.03.009,sem_pdf,resumo,outros,nao_identificada,excluir,"MONASCUS PURPUREUS M-32 FERMENTED SOYBEAN MEAL IMPROVES THE GROWTH, IMMUNITY PARAMETERS, INTESTINAL MORPHOLOGY, DISEASE RESISTANCE, INTESTINAL MICROBIOTA AND METABOLOME IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI)",
10.1016/j.fsi.2024.109595,sem_open_access,resumo,outros,nao_identificada,excluir,"DIETARY BACILLUS VELEZENSIS T23 FERMENTED PRODUCTS SUPPLEMENTATION IMPROVES GROWTH, HEPATOPANCREAS AND INTESTINE HEALTH OF LITOPENAEUS VANNAMEI",
10.1016/j.cbpc.2024.109904,sem_open_access,resumo,outros,nao_identificada,excluir,"TOXICITY OF THREE MICROCYSTIN VARIANTS ON THE HISTOLOGY, PHYSIOLOGICAL AND METABOLISM OF HEPATOPANCREAS AND INTESTINAL MICROBIOTA OF LITOPENAEUS VANNAMEI",
10.1007/s10499-023-01346-7,sem_open_access,resumo,outros,nao_identificada,excluir,GENE EXPRESSION RESPONSE OF LITOPENAEUS VANNAMEI CRUSTINS IN TWO SPECIALIZED IMMUNE-RELATED TISSUES UPON VIBRIO IMMERSION CHALLENGE,
10.1007/s10499-023-01318-x,sem_open_access,resumo,outros,nao_identificada,excluir,"DIETARY PEDIOCOCCUS ACIDILACTICI IMPROVED THE GROWTH PERFORMANCE, FEED UTILIZATION, GUT MICROBIOTA, AND DISEASE RESISTANCE AGAINST FUSARIUM SOLANI IN PACIFIC WHITE SHRIMP, LITOPENAEUS VANNAMEI",
10.1007/s10499-023-01308-z,sem_open_access,resumo,outros,nao_identificada,excluir,DIETARY THIAMINE REQUIREMENT AND ITS EFFECTS ON GROWTH AND INNATE IMMUNITY OF PACIFIC WHITE SHRIMP (PENAEUS VANNAMEI),
10.4025/actascibiolsci.v46i1.69227,erro_download,resumo,outros,nao_identificada,excluir,DIFFERENT STRATEGIES OF USE OF COMMERCIAL EFFECTIVE MICROORGANISMS IN THE REARING OF WHITE SHRIMP LITOPENAEUS VANNAMEI IN BIOFLOC SYSTEM,
10.3390/fishes9050155,erro_download,resumo,outros,nao_identificada,excluir,DYNAMIC CHANGES OF ENVIRONMENT AND GUT MICROBIAL COMMUNITY OF LITOPENAEUS VANNAMEI IN GREENHOUSE FARMING AND POTENTIAL MECHANISM OF GUT MICROBIAL COMMUNITY CONSTRUCTION,
10.1016/j.anifeedsci.2024.115953,sem_open_access,resumo,outros,nao_identificada,excluir,"DIETARY SUPPLEMENTATION OF MICELLE SILYMARIN ENHANCES THE ANTIOXIDANT STATUS, INNATE IMMUNITY, GROWTH PERFORMANCE, RESISTANCE AGAINST VIBRIO PARAHAEMOLYTICUS INFECTION, AND GUT MORPHOLOGY IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI)",
10.1016/j.fsi.2024.109472,sem_open_access,resumo,outros,nao_identificada,excluir,CELLULAR AND TRANSCRIPTOMIC RESPONSE TO PATHOGENIC AND NON-PATHOGENIC VIBRIO PARAHAEMOLYTICUS STRAINS CAUSING ACUTE HEPATOPANCREATIC NECROSIS DISEASE (AHPND) IN LITOPENAEUS VANNAMEI,
10.1111/jpn.13936,sem_open_access,resumo,outros,nao_identificada,excluir,"EFFECT OF PAPRIKA EXTRACTS ON GROWTH PERFORMANCE, HAEMOLYMPH CHEMISTRY, INTESTINAL MICROBIOTA AND ANTIOXIDANT ENZYME ACTIVITIES OF WHITE-LEG SHRIMP (LITOPENAEUS VANNAMEI)",
10.1016/j.chemosphere.2024.141646,sem_open_access,resumo,outros,nao_identificada,excluir,"BIOCHEMICAL, HISTOLOGICAL AND TRANSCRIPTIONAL RESPONSE OF INTESTINES IN LITOPENAEUS VANNAMEI UNDER CHRONIC ZINC EXPOSURE",
10.1016/j.aqrep.2024.102014,sem_pdf,resumo,outros,nao_identificada,excluir,"SINGLE AND COMBINED EFFECTS OF AMMONIA AND NITRITE ON LITOPENAEUS VANNAMEI: HISTOLOGICAL, PHYSIOLOGICAL AND MOLECULAR RESPONSES",
10.1016/j.aqrep.2024.101981,sem_pdf,resumo,outros,nao_identificada,excluir,ACUTE STRESS RESPONSE IN HEPATOPANCREAS OF PACIFIC WHITE SHRIMP LITOPENAEUS VANNAMEI TO HIGH ALKALINITY,
10.1016/j.scitotenv.2024.170924,sem_open_access,resumo,outros,nao_identificada,excluir,"EXPOSURE TO POLYSTYRENE NANOPLASTICS INDUCES APOPTOSIS, AUTOPHAGY, HISTOPATHOLOGICAL DAMAGE, AND INTESTINAL MICROBIOTA DYSBIOSIS OF THE PACIFIC WHITELEG SHRIMP (LITOPENAEUS VANNAMEI)",
10.1007/s10499-023-01234-0,download_ok,texto_completo,aquicultura,histochemistry,incluir,"OVERALL EVALUATION OF THE REPLACEMENT OF FERMENTED SOYBEAN TO FISH MEAL IN JUVENILE WHITE SHRIMP, LITOPENAEUS VANNAMEI DIET: GROWTH, HEALTH STATUS, AND HEPATOPANCREAS HISTOMORPHOLOGY",
10.1016/j.aquaculture.2024.740562,sem_open_access,resumo,outros,nao_identificada,excluir,POTENTIAL APPLICATION OF A SMALL MOLECULE COMPOUND IN AQUACULTURE AGAINST WSSV INFECTION BY MAINTAINING THE HOMEOSTASIS OF INTESTINAL MICROBIOTA,
10.1016/j.anifeedsci.2024.115916,sem_open_access,resumo,outros,nao_identificada,excluir,"FEASIBILITY ASSESSMENT OF REPLACING FISHMEAL WITH CLOSTRIDIUM AUTOETHANOGENUM PROTEIN IN COMMERCIAL WHITELEG SHRIMP DIETS: IMPACTS ON GROWTH, MUSCLE CHARACTERISTICS, AND HEALTH",
10.1007/s00343-023-2399-8,sem_open_access,resumo,outros,nao_identificada,excluir,"EFFECT OF DIETARY SUPPLEMENT OF INACTIVATED LACTOBACILLUS PLANTARUM EP-M17 ON GROWTH PERFORMANCE, IMMUNE RESPONSE, DISEASE RESISTANCE, AND INTESTINAL MICROBIOTA IN PENAEUS VANNAMEI",
10.1016/j.aaf.2022.05.006,sem_pdf,resumo,outros,nao_identificada,excluir,"EFFECTS OF DIETARY SUPPLEMENTATION WITH TROPICAL MICROFUNGI MUCOR CIRCINELLOIDES AND TRICHODERMA HARZIANUM POWDER ON GROWTH PERFORMANCE, BACTERIAL COMMUNITIES, AND THE BIOMASS NUTRITIONAL PROFILE OF WHITE SHRIMP GROW-OUT CULTURE (LITOPENAEUS VANNAMEI)",
10.1016/j.aquaculture.2023.740457,sem_open_access,resumo,outros,nao_identificada,excluir,ECYTONUCLEOSPORA HEPATOPENAEI PROLIFERATE IN PROCAMBARUS CLARKII: A WARNING FOR CRAYFISH AND SHRIMP AQUACULTURE,
10.1016/j.jhazmat.2023.132927,sem_open_access,resumo,outros,nao_identificada,excluir,TROPHIC TRANSFER AND THEIR IMPACT OF MICROPLASTICS ON ESTUARINE FOOD CHAIN MODEL,
10.20950/1678-2305/bip.2024.50.e854,download_ok,texto_completo,aquicultura,nao_identificada,incluir,EFFECT THE SEAWEED SARGASSUM FILIPENDULA AND ASCOPHYLLUM NODOSUM ON THE RESISTANCE OF THE SHRIMP LITOPENAEUS VANNAMEI TO HYPOTHERMAL SHOCK, EFEITO DAS MACROALGAS SARGASSUM FILIPENDULA E ASCOPHYLLUM NODOSUM NA RESISTÊNCIA DO CAMARÃO LITOPENAEUS VANNAMEI AO CHOQUE HIPOTÉRMICO
10.4014/jmb.2403.03039,erro_execucao,resumo,outros,nao_identificada,excluir,"UNVEILING THE BACTERIAL COMMUNITY ACROSS THE STOMACH, HEPATOPANCREAS, ANTERIOR INTESTINE, AND POSTERIOR INTESTINE OF PACIFIC WHITELEG SHRIMP",
10.22034/ijab.v12i1.2063,erro_api,resumo,outros,nao_identificada,excluir,"INCIDENCE OF RUNNING MORTALITY SYNDROME (RMS) IN PACIFIC WHITELEG SHRIMP, LITOPENAEUS VANNAMEI, IN AN INTENSIVE BIOFLOC GROW-OUT POND",
10.1016/j.aquatox.2023.106809,sem_open_access,resumo,outros,nao_identificada,excluir,"TOXIC EFFECTS OF THREE VARIANTS OF MICROCYSTINS ON THE INTESTINAL HISTOLOGY, PHYSIOLOGICAL AND METABOLIC RESPONSE OF LITOPENAEUS VANNAMEI",
10.1016/j.aqrep.2024.101918,sem_pdf,resumo,outros,nao_identificada,excluir,"EFFECT OF FERMENTED LEMON PEEL AS A FUNCTIONAL FEED ADDITIVE ON GROWTH, NON-SPECIFIC IMMUNE RESPONSES, AND VIBRIO ALGINOLYTICUS RESISTANCE IN WHITELEG SHRIMP, LITOPENAEUS VANNAMEI",
10.1016/j.aquatox.2024.106837,sem_open_access,resumo,outros,nao_identificada,excluir,"RESPONSES AND CORRELATION AMONG ER STRESS, CA2+ HOMEOSTASIS, AND FATTY ACID METABOLISM IN PENAEUS VANNAMEI UNDER AMMONIA STRESS",
10.1016/j.aqrep.2024.101922,sem_pdf,resumo,outros,nao_identificada,excluir,SEGMENTAL VARIATIONS IN INTESTINAL MICROBIOTA COMPOSITION AND FUNCTIONAL CAPACITY ALONG THE DIGESTIVE TRACT OF LITOPENAEUS VANNAMEI,
10.1016/j.fsi.2023.109317,sem_open_access,resumo,outros,nao_identificada,excluir,LONG NONCODING RNA PROFILING IN HEPATOPANCREAS OF PACIFIC WHITE SHRIMP AND ITS ROLE IN RESPONSE TO WHITE SPOT SYNDROME VIRUS INFECTION,
10.1016/j.fsi.2023.109327,sem_open_access,resumo,outros,nao_identificada,excluir,"DIETARY ADMINISTRATION OF YEAST (SACCHAROMYCES CEREVISIAE) HYDROLYSATE FROM SUGAR BYPRODUCTS PROMOTES THE GROWTH, SURVIVAL, IMMUNITY, MICROBIAL COMMUNITY AND DISEASE RESISTANCE TO VP (AHPND) IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI)",
10.1016/j.cbpb.2023.110924,download_ok,texto_completo,aquicultura,histochemistry,incluir,A NATIVE STRAIN OF BACILLUS SUBTILIS INCREASES LIPID ACCUMULATION AND MODULATES EXPRESSION OF GENES RELATED TO DIGESTION AND AMINO ACID METABOLISM IN LITOPENAEUS VANNAMEI,
10.1007/s10499-023-01157-w,sem_open_access,resumo,outros,nao_identificada,excluir,APPARENT AMINO ACID DIGESTIBILITY OF FEED INGREDIENTS FOR JUVENILE SHRIMP (LITOPENAEUS VANNAMEI): A NEW METHOD OF DETERMINATION USING SOYBEAN MEAL AS AN EXAMPLE,
10.1016/j.aquaculture.2023.740250,sem_open_access,resumo,outros,nao_identificada,excluir,"COMPREHENSIVE EVALUATION OF DIETARY TANDEM CPG OLIGODEOXYNUCLEOTIDES ON ENHANCEMENT OF ANTIOXIDANT CAPACITY, IMMUNOLOGICAL PARAMETERS, AND INTESTINAL MICROBIOTA IN WHITE SHRIMP (LITOPENAEUS VANNAMEI)",
10.1016/j.aquaculture.2023.740262,sem_open_access,resumo,outros,nao_identificada,excluir,EFFECT OF USING A FAT MIXTURE TO REPLACE PARTIAL TO TOTAL FISH OIL IN DIETS FOR LITOPENAEUS VANNAMEI,
10.3389/fmars.2024.1491402,download_ok,texto_completo,aquicultura,histochemistry,incluir,INCLUSION OF SALICORNIA RAMOSISSIMA BIOMASS IN DIETS FOR JUVENILE WHITELEG SHRIMP (PENAEUS VANNAMEI) INDUCES FAVOURABLE BUT TRANSIENT EFFECTS IN THE IMMUNE AND OXIDATIVE STATUS,
10.3389/fimmu.2024.1501753,download_ok,texto_completo,aquicultura,histochemistry,incluir,"SUPPLEMENTAL EFFECTS OF HAEMATOCOCCUS PLUVIALIS IN A LOW-FISH MEAL DIET FOR LITOPENAEUS VANNAMEI AT VARYING TEMPERATURES: GROWTH PERFORMANCE, INNATE IMMUNITY AND GUT BACTERIAL COMMUNITY",
10.3389/fimmu.2024.1476309,sem_pdf,resumo,outros,nao_identificada,excluir,ACUTE HYPOXIA STRESS MEDIATES HIF-1?-YKI-CACTUS AXIS TO FACILITATE THE INFECTION OF VIBRIO PARAHAEMOLYTICUS IN LITOPENAEUS VANNAMEI,
10.12264/JFSC2024-0189,erro_api,resumo,outros,nao_identificada,excluir,EFFECTS OF SULFATE STRESS ON TISSUE DAMAGE AND PHYSIOLOGICAL FUNCTION OF LITOPENAEUS VANNAMEI, ???????????????????????
,erro_api,resumo,outros,nao_identificada,excluir,EFFECTIVENESS OF WEDELIA CHINENSIS EXTRACT SUPPLEMENTATION ON THE HEPATOPANCREAS HISTOLOGY OF WHITE-LEG SHRIMP (PENAEUS VANNAMEI) EXPERIMENTALLY INFECTED WITH AHPND-CAUSING VIBRIO PARAHAEMOLYTICUS,
10.3389/fimmu.2024.1368444,download_ok,texto_completo,aquicultura,h&e,incluir,"EFFECTS OF A PHYTOBIOTIC-BASED ADDITIVE ON THE GROWTH, HEPATOPANCREAS HEALTH, INTESTINAL MICROBIOTA, AND VIBRIO PARAHAEMOLYTICUS RESISTANCE OF PACIFIC WHITE SHRIMP, LITOPENAEUS VANNAMEI",
10.3923/pjbs.2024.356.364,sem_pdf,resumo,outros,nao_identificada,excluir,"EXPLORATION AND MOLECULAR IDENTIFICATION OF PROTEOLYTIC BACTERIA AS PROBIOTIC CANDIDATES FROM SHRIMP PONDS IN WEST SUMATRA, INDONESIA",
10.3389/fmars.2024.1449066,download_ok,texto_completo,aquicultura,histochemistry,incluir,"EFFECTS OF BACILLUS SUBTILIS-FERMENTED SOYBEAN MEAL REPLACING FISH MEAL ON ANTIOXIDANT ACTIVITY, IMMUNITY, ENDOPLASMIC RETICULUM STRESS AND HEPATOPANCREAS HISTOLOGY IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI)",
10.46989/001c.117555,download_ok,texto_completo,aquicultura,histochemistry,incluir,"ISOLATION OF LACTOBACILLUS PLANTARUM CMT1 FROM SHRIMP INTESTINE AND ITS EFFECTS ON GROWTH AND SURVIVAL OF THE WHITELEG SHRIMP, LITOPENEAUS VANNAMEI",
10.3389/fmars.2024.1384487,download_ok,texto_completo,aquicultura,histochemistry,incluir,AGED POLYETHYLENE MICROPLASTICS AND GLYPHOSATE-BASED HERBICIDE CO-EXPOSURE TOXICITY IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI),
10.12264/JFSC2023-0280,erro_api,resumo,outros,nao_identificada,excluir,ANALYSIS OF THE TRANSLOCON-ASSOCIATED PROTEIN ALPHA SUBUNIT (TRAP?) GENE AND ASSOCIATION STUDY OF TRAP? WITH WSSV RESISTANCE IN LITOPENAEUS VANNAMEI, ????????????? ??(TRAP?)???????WSSV ?????
10.3389/fmars.2024.1370371,download_ok,texto_completo,aquicultura,histochemistry,incluir,"YARROWIA LIPOLYTICA AS A PROMISING PROTEIN SOURCE FOR PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI) DIET: IMPACT ON GROWTH PERFORMANCE, METABOLISM, ANTIOXIDANT CAPACITY, AND APPARENT DIGESTIBILITY",
